% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
8 +3.818589951e+06 +3.818589951e+06 +3.817593181e+06 +3.817593181e+06 +5.1909e-01 -4.6582e+00 +3.7105e+00 +1.1653e+00 +1.7800e+00 +4.1045e+00 -1.2943e+00 +3.1165e+00 +3.9233e+00 +3.8051e+00 -2.6245e+00 +4.8231e+00 +1.7128e+00 +2.8045e+00 -2.5835e+00 +3.8303e+00 +2.8395e+00 -2.2259e+00 +4.5571e-01 -3.6268e+00
11 +1.356385125e+04 +1.356385125e+04 +1.256708125e+04 +1.256708125e+04 -4.7345e+00 -2.6275e+00 +2.9565e+00 +2.1164e+00 -1.7557e+00 +2.6746e+00 +4.5796e+00 +5.2854e-01 -2.3370e+00 -2.4922e+00 +2.3062e+00 +4.6070e+00 +4.5698e+00 -2.2705e+00 +3.9402e-01 +1.0228e+00 -3.5706e+00 +4.4689e+00 +1.0930e+00 +1.7526e+00
31 +3.229805523e+03 +3.229805523e+03 +2.233035523e+03 +2.233035523e+03 -3.4444e+00 -2.5962e+00 -4.6578e-01 +4.0786e+00 -4.1938e-01 +3.6683e+00 -9.7177e-01 -3.2494e+00 +4.2747e+00 +1.5187e+00 +2.6304e+00 -3.3118e+00 -1.1572e+00 -1.1466e+00 -1.1824e-01 -2.8660e+00 -3.5612e+00 -2.9700e+00 -2.4765e+00 -4.2513e+00
84 +1.194471692e+02 +1.194471692e+02 -8.773228308e+02 -8.773228308e+02 +1.9783e+00 -6.9240e-02 +1.4468e+00 -3.7111e+00 -4.1766e-02 -7.2975e-01 +2.3912e-01 -3.3901e+00 +2.9243e-01 +4.5275e-01 -1.0910e+00 -2.0063e+00 -3.5423e+00 -2.2525e+00 -3.5708e+00 +2.5081e+00 -1.7856e+00 -3.9481e-01 -4.9415e+00 +2.0553e+00
% function evaluation | noise-free fitness - Fopt (4.500000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.110120737e+07 +3.110120737e+07 +3.110125237e+07 +3.110125237e+07 +2.6105e+00 -1.4935e+00 -1.9565e-01 +4.3222e+00 -3.5367e+00 +3.7920e+00 -1.0105e+00 +1.4697e+00 +6.5185e-01 -2.3304e+00 +4.8592e+00 +3.8134e+00 -4.2479e+00 +7.3622e-01 +1.2157e+00 -4.2640e-01 -4.1414e+00 +3.9948e+00 +1.6028e+00 +1.2961e+00
3 +4.361729359e+06 +4.361729359e+06 +4.361774359e+06 +4.361774359e+06 +2.4354e+00 -1.0489e+00 +2.2358e+00 -7.8889e-01 -1.1194e+00 +4.7305e+00 +4.7944e+00 +4.3628e+00 +3.0840e+00 -2.8391e+00 -3.2092e-01 -4.6920e-01 +1.7512e+00 -3.8960e+00 -3.2179e-01 +3.9359e-01 +3.0654e-01 +3.3161e+00 +4.3602e+00 -4.2410e+00
5 +2.391050387e+04 +2.391050387e+04 +2.395550387e+04 +2.395550387e+04 -7.1904e-01 -4.1118e+00 +2.1163e+00 +2.5248e+00 -3.5808e+00 -2.6212e+00 -3.5180e+00 -2.5212e+00 -5.1801e-01 +3.0142e+00 -3.1147e+00 -1.5311e+00 -2.3839e+00 +7.2994e-01 -4.9077e+00 -3.6658e+00 -4.5699e+00 -1.0491e+00 +4.3559e+00 -1.2822e+00
19 +1.510167298e+04 +1.510167298e+04 +1.514667298e+04 +1.514667298e+04 -4.6338e+00 +3.0614e+00 -3.2937e-01 +4.7390e-01 -8.6353e-01 +1.1898e+00 -4.9374e-01 -3.1063e+00 +1.3419e+00 -3.0709e+00 -4.6040e+00 -1.4537e+00 -2.8151e+00 -2.9574e-01 +8.2400e-01 -4.6684e+00 +4.5473e+00 -2.9048e+00 -8.8223e-01 +1.8629e+00
70 +4.689081459e+03 +4.689081459e+03 +4.734081459e+03 +4.734081459e+03 -3.4572e+00 +1.1422e+00 +4.9759e+00 +1.2106e+00 +9.0620e-01 +1.8059e+00 +2.4787e+00 -3.9431e+00 -3.2520e+00 -2.2561e-01 +1.9228e+00 +4.2036e+00 -1.1242e-01 +4.5409e+00 -2.2414e+00 -3.1646e+00 -3.3684e+00 -1.7346e+00 +4.6685e+00 +3.4743e+00
% function evaluation | noise-free fitness - Fopt (2.131000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.395825538e+07 +3.395825538e+07 +3.395846848e+07 +3.395846848e+07 +1.3701e-01 +1.3271e+00 +4.7913e+00 +4.6537e+00 +2.0828e+00 +5.6564e-01 -8.7988e-01 +1.5088e+00 +2.2588e+00 -4.8996e+00 +3.0484e+00 +2.9494e-01 +3.6741e+00 +1.2612e+00 -3.3385e+00 -1.5463e+00 +4.4521e+00 -3.0213e+00 +3.1498e+00 +4.2286e-01
2 +1.182668285e+07 +1.182668285e+07 +1.182689595e+07 +1.182689595e+07 +4.1997e+00 -3.6835e+00 +4.9426e+00 -1.1122e+00 -5.0747e-01 +9.3175e-02 +4.0237e+00 +4.9279e+00 -3.3335e+00 +2.5008e+00 +2.0093e+00 +9.1981e-01 -2.9457e+00 +2.2802e-01 -2.7794e+00 +3.7234e+00 +1.3053e+00 -3.4368e+00 +2.3299e-01 -5.1867e-01
3 +4.303261536e+06 +4.303261536e+06 +4.303474636e+06 +4.303474636e+06 +1.0335e+00 -1.2046e-01 -2.7959e+00 -1.9595e+00 +4.1572e+00 +4.0948e+00 +3.7114e+00 +4.1478e+00 +3.7393e+00 +4.5594e+00 -4.2626e+00 +1.5173e+00 -4.7518e+00 +3.9034e+00 -3.9578e+00 -2.1943e+00 +2.5751e+00 -4.3980e+00 -3.1673e+00 -4.1524e+00
4 +3.518515946e+05 +3.518515946e+05 +3.520646946e+05 +3.520646946e+05 +2.7867e+00 +3.5343e+00 -2.9854e+00 -2.2619e+00 -3.1097e+00 +8.9432e-01 +4.7801e+00 +1.0518e+00 +8.2265e-01 +1.0301e+00 -3.9988e-01 +4.5885e+00 +1.0595e-01 +4.0433e+00 -2.1686e+00 -3.3495e+00 -2.8538e+00 +2.8113e-01 -2.8043e+00 +8.2018e-01
28 +5.195337592e+04 +5.195337592e+04 +5.216647592e+04 +5.216647592e+04 -9.4170e-01 +2.3620e+00 -5.3108e-01 -3.1052e+00 -1.4340e+00 +1.6266e+00 +9.3818e-02 -2.8217e+00 +9.6851e-01 -2.8094e+00 -4.8234e+00 +4.3386e+00 -4.6733e+00 +4.5010e-01 -2.2979e+00 -1.2808e+00 +1.5253e+00 -2.8995e+00 -3.2307e+00 -1.3650e+00
34 +2.514276870e+03 +2.514276870e+03 +2.727376870e+03 +2.727376870e+03 +4.4494e+00 +4.1005e+00 -1.3713e+00 -6.4029e-02 +2.6266e+00 -1.4253e+00 -1.6477e+00 +3.1962e+00 +3.7617e+00 -3.3788e+00 -4.8906e+00 -3.2570e+00 +2.7568e+00 +3.6726e+00 -3.4956e+00 +4.8491e+00 -4.4453e+00 -2.2816e-01 -4.8576e+00 +1.7189e+00
57 +2.274456882e+02 +2.274456882e+02 +4.405456882e+02 +4.405456882e+02 -2.7486e+00 -3.9173e+00 -3.0286e+00 -3.0992e+00 +1.6057e+00 -9.0187e-01 +1.5731e+00 +4.7148e+00 +2.7123e+00 -3.4445e+00 -3.9185e+00 +2.4743e+00 -4.2628e+00 -1.6380e+00 -1.1716e+00 +3.0355e-01 +4.7992e+00 -4.2370e+00 +1.3616e+00 +1.9396e+00
